NAGE-MONOMER	EG10635	P09323	N-acetylglucosamine-specific PTS enzyme IIABC component	PtsN, PstN, NagE
THI-P-KIN-MONOMER	G6234	P0AGG0	thiamine monophosphate kinase	ThiJ, ThiL, ATP:thiamine-phosphate phosphotransferase
G7759-MONOMER	G7759	P46855	putative endonuclease YhhZ	YhhZ
EG11705-MONOMER	EG11705	P31447	putative sulfatase/phosphatase YidJ	YidJ
EG12334-MONOMER	EG12334	P37028	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein	BtuF, YadT
EG10040-MONOMER	EG10040	P00811	&beta;-lactamase	AmpA, AmpC
ADHP-MONOMER	G6775	P39451	ethanol dehydrogenase / alcohol dehydrogenase	YddN, AdhP
G6292-MONOMER	G6292	P77468	putative fimbrial usher protein SfmD	SfmD
EG11014-MONOMER	EG11014	P14294	DNA topoisomerase III	MutR, TopB, Topo III
METHGLYSYN-MONOMER	G6497	P0A731	methylglyoxal synthase	Mgs, YccG, MgsA
G6792-MONOMER	G6792	P77588	putative fimbrial adhesin protein YdeQ	YdeQ
G7267-MONOMER	G7267	P76537	DUF1131 domain-containing lipoprotein YfeY	YfeY
MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	EG10601	P09348	motility protein A	FlaJ, MotA
SUGE-MONOMER	EG11616	P69937	guanidinium exporter	SugE, Gdx
G7740-MONOMER	G7740	P45799	ADP-sugar diphosphatase NudE	NudE, YrfE, ADP-sugar pyrophosphorylase
EG11678-MONOMER	EG11678	P31058	fimbrial tip-adhesin YadC	YadC
EG12311-MONOMER	EG12311	P0C0L9	accessory iron-sulfur cluster assembly protein IscX	IscX, YfhJ, regulator of iron-sulfur cluster assembly
DUTP-PYROP-MONOMER	EG10251	P06968	dUTP diphosphatase	Sof, DnaS, Dut
ACRD-MONOMER	EG10014	P24177	multidrug efflux pump RND permease AcrD	YffA
G6273-MONOMER	G6273	P77688	putative DNA-binding transcriptional regulator YlbG	YlbG
EG10978-MONOMER	EG10978	P0AFZ3	ClpXP protease specificity-enhancing factor	SspB
MALX-MONOMER	EG10563	P19642	PTS enzyme IIBC component MalX	EIIBC<sup>malX</sup>, Enzyme IIBC<sup>malX</sup>
G6765-MONOMER	G6765	P76117	putative glutathione <i>S</i>-transferase YncG	YncG
G7245-MONOMER	G7245	P77396	putative AraC-type DNA-binding transcriptional regulator YpdC	YpdC
MONOMER0-4552	G0-17099	P0DV20	protein YtcB	YtcB
SMALLILVN-MONOMER	EG10502	P0ADF8	acetohydroxy acid synthase I subunit IlvN	IlvN, acetohydroxy acid synthase I, small subunit
G7723-MONOMER	G7723	P0AC00	fructoselysine 6-phosphate deglycase	YhfN, FrlB
EG11650-MONOMER	EG11650	P0A8U2	endonuclease/exonuclease/phosphatase domain-containing protein YafD	YafD
EG12283-MONOMER	EG12283	P37676	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	YiaO
DMSB-MONOMER	EG10233	P18776	dimethyl sulfoxide reductase subunit B	DmsB, dimethyl sulfoxide reductase, chain B
ACECOATRANS-MONOMER				
G6247-MONOMER	G6247	P0ACJ5	DNA-binding transcriptional activator DecR	CyuR, DecR, YbaO
EG10927-MONOMER	EG10927	P13458	ATP-dependent structure-specific DNA nuclease - SbcC subunit	SbcC
LYXK-MONOMER	EG12284	P37677	L-xylulose kinase	XylK, Lyx, YiaP, SgbK, LyxK
G6742-MONOMER	G6742	P64451	DUF3313 domain-containing lipoprotein YdcL	YdcL
G7227-MONOMER	G7227	P0AD35	CPS-53 (KpLE1) prophage; protein YdfO	OweS, YfdO, CPS-53 (KpLE1) prophage; putative defective phage replication protein O
MONOMER0-4524	EG10574	P15005-2	McrB<sub>S</sub>	RglB, McrB
SECE	EG10939	P0AG96	Sec translocon subunit SecE	SecE, MbrC, PrlG
G7706-MONOMER	G7706	P41442	type II secretion system protein GspG	HopG, GspG, HofG
EG11603-MONOMER	EG11603	P30871	inorganic triphosphatase	YgiF
EG12260-MONOMER	EG12260	P37653	cellulose synthase catalytic subunit	YhjO, YhjP, BcsA
DIHYDRODIPICSYN-MONOMER	EG10205	P0A6L2	4-hydroxy-tetrahydrodipicolinate synthase	DapA, DHDPS, dihydrodipicolinate synthase
2-OCTAPRENYLPHENOL-HYDROX-MONOMER	EG11476	P0A6A0	ubiquinone biosynthesis protein UbiB	YigQ, YigS, AarF, YigR, UbiB, putative protein kinase involved in ubiquinone biosynthesis
G6210-MONOMER	G6210	Q47534	outer membrane protein YaiO	YaiO
EG10910-MONOMER	EG10910	P0A7R9	30S ribosomal subunit protein S11	RpsK
LIPOYL-GCVH	EG10371		lipoyl-GcvH-protein	Gcv, GcvH, lipoyl-protein
G6717-MONOMER	G6717	P76084	phenylacetyl-CoA thioesterase	YdbV, PaaI
G7207-MONOMER	G7207	P77599	putative fimbrial chaperone YfcS	YfcS
MONOMER0-4503	G0-17037	P0DSG9	protein YriA	YriA
RSTB-MONOMER	EG11233	P18392	sensor histidine kinase RstB	UspT
G7687-MONOMER	G7687	P46478	DUF1656 domain-containing protein AaeX	AaeX, YhcR
EG11569-MONOMER	EG11569	P31554	lipopolysaccharide assembly protein LptD	LptD, YabG, OstA, Imp
EG12235-MONOMER	EG12235	P37309	DNA-binding transcriptional repressor ArsR	ArsE, ArsR
DCYSDESULF-MONOMER	G7038	P76316	D-cysteine desulfhydrase	YedO, DcyD
G6188-MONOMER	G6188	P77624	carbamate kinase-like protein YahI	YahI
EG10889-MONOMER	EG10889	P0A7M9	50S ribosomal subunit protein L31	RpmE
KGTP-MONOMER	EG10522	P0AEX3	&alpha;-ketoglutarate:H<sup>+</sup> symporter	WitA, KgtP, &alpha;-ketoglutarate MFS transporter
G6700-MONOMER	G6700	P77747	outer membrane porin N	YnaG, OmpN
G7189-MONOMER	G7189	P0A8D9	PF04217 family membrane protein YfbV	YfbV, protein involved in regulation of chromosome structure
MONOMER0-4487	G0-17021	P0DSF3	protein MgtT	MgtT
RIBOFLAVIN-SYN-MONOMER	EG11406	P0AFU8	riboflavin synthase	RibC, RibE
G7664-MONOMER	G7664	P0ADV9	lipopolysaccharide transport system protein LptC	YrbK
EG11536-MONOMER	EG11536	P60872	putative transport protein YidE	YibE, YidE
EG12207-MONOMER	EG12207	P36999	23S rRNA m<sup>1</sup>G745 methyltransferase	YebH, RrmA, RlmA, ribosomal RNA large subunit methyltransferase A, rRNA large subunit methyltransferase A
CYSS-MONOMER	EG10196	P21888	cysteine&mdash;tRNA ligase	Syc, CysS, CysRS
G6166-MONOMER	G6166	P56257	uncharacterized protein YkgL	YkgL
EG10871-MONOMER	EG10871	P0A7J3	50S ribosomal subunit protein L10	RplJ
INORGPYROPHOSPHAT-MONOMER	EG10755	P0A7A9	inorganic pyrophosphatase	Ppa
G6679-MONOMER	G6679	P76061	Rac prophage; uncharacterized protein YdaG	YdaG, GatA
G7172-MONOMER	G7172	P37590	signal transduction protein PmrD	PmrD, polymyxin B resistance protein
MONOMER0-4446	G7076	P0CF55	CP4-44 prophage; IS2 insertion element protein InsB	InsD3
RBSB-MONOMER	EG10815	P02925	ribose ABC transporter periplasmic binding protein	RbsP, PrlB
G7646-MONOMER	G7646	P45469	putative nucleoside-diphosphate-sugar epimerase	YraR
EG11514-MONOMER	EG11514	P28721	periplasmic protein GltF	OssB, GltF
EG12181-MONOMER	EG12181	P0AC69	glutaredoxin 4	YdhD, GrxD, Grx4
CYANLY-MONOMER	EG10175	P00816	cyanase	Cnt, CyaN, CynS
G6150-MONOMER	G6150	P71296	CP4-6 prophage; protein YagM	YagM
EG10855-MONOMER	EG10855	P0ADC1	lipopolysaccharide assembly protein LptE	LptE, RlpB
HYBC-MONOMER	EG11801	P0ACE0	hydrogenase 2 large subunit	HybC, hydrogenase 2 &alpha; subunit
G6660-MONOMER	G6660	P0A862	lipid hydroperoxide peroxidase	YzzJ, Tpx, p20, scavengase, scavengase p20, thiol peroxidase
G7152-MONOMER	G7152	P76462	DUF2135 domain-containing protein YfaP	YfaP
MONOMER0-4428	G0-10559	P0DPP1	protein YnfP	YnfP
PTSI-MONOMER	EG10789	P08839	PTS enzyme I	Ctr, PtsI, EI
G7626-MONOMER	G7626	P0AGL2	putative enamine/imine deaminase	YhaR, TdcF
EG11488-MONOMER	EG11488	P28224	inhibitor of c-type lysozyme, putative lipoprotein	YdhA, MliC
EG12147-MONOMER	EG12147	P0A9N0	phosphorelay protein NPr	YhbK, Npr, RpoR, PtsO, phosphocarrier protein NPr
CMTB-MONOMER	EG11791	P69824	mannitol-specific PTS enzyme IIA component CmtB	TolM, Enzyme IIA<sup>Cmt</sup>, EIIA<sup>Cmt</sup>, Enzyme III<sup>Cmt</sup>
G6125-MONOMER	G6125	P77162	CP4-6 prophage; protein YkfB	YkfB
EG10836-MONOMER	EG10836	P0C079	Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB	RelB, Qin prophage, antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB, Qin prophage, antitoxin RelB
HISQ-MONOMER	EG12125	P52094	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ	HisQ
G6638-MONOMER	G6638	P76034	DNA-binding transcriptional dual regulator YciT	YciT, DeoT
G7122-MONOMER	G7122	P76406	uncharacterized protein YegR	YegR
MONOMER0-4412	G0-16730	P0DPN5	protein YbgU	YbgU
PROTOPORGENOXI-MONOMER	EG11485	P0ACB4	protoporphyrinogen oxidase	YihB, HemG
G7607-MONOMER	G7607	P42601	putative membrane-bound redox modulator Alx	Alx, YgjT
EG11447-MONOMER	EG11447	P69913	carbon storage regulator	ZfiA, CsrA, pleiotropic regulatory protein for carbon source metabolism, translational dual regulator CsrA
EG12119-MONOMER	EG12119	P37052	NTF2-like domain-containing protein YchJ	YchJ
CHD-MONOMER	EG10109	P17444	choline dehydrogenase	BetA
G6106-MONOMER	G6106	P63224	D-sedoheptulose 7-phosphate isomerase	YafI, TfrA, GmhA, LpcA
EG10786-MONOMER	EG10786	P05458	protease 3	PtrA, Ptr, Pitrilysin, Protease pi, protease III
H2NEOPTERINALDOL-MONOMER	EG11673	P0AC16	dihydroneopterin aldolase	YgiG, FolB
G6619-MONOMER	G6619	P77335	hemolysin E	YcgD, Hpr, SheA, ClyA, HlyE
G7100-MONOMER	G7100	P71239		WcaE, colanic acid biosynthesis fucosyltransferase WcaE
MONOMER0-4390	G0-16685	P0DPC6	<i>iraD</i> leader peptide	IdlP
POTI-MONOMER	EG11632	P0AFL1	putrescine ABC transporter membrane subunit PotI	
G7588-MONOMER	G7588	P76657	DUF1449 domain-containing inner membrane protein YqiJ	YqiJ
EG11422-MONOMER	EG11422	P27294	putative lipopolysaccharide kinase InaA	YfaG, InaA, pH-inducible protein involved in stress response
YNJD-MONOMER	G6951	P76909	putative ABC transporter ATP-binding protein YnjD	YnjD
EG12096-MONOMER	EG12096	P33647	endoribonuclease toxin ChpB	YjfE, ChpB, ChpBK, ChpB toxin of the ChpB-ChpS toxin-antitoxin system
CARBOXYL-TRANSFERASE-ALPHA-MONOMER	EG11647	P0ABD5	acetyl-CoA carboxyltransferase subunit &alpha;	AccA
G495-MONOMER	G495	Q46829	6-phospho-&beta;-glucosidase A	YqfC, BglD, BglA
EG10741-MONOMER	EG10741	P0AFK0	metalloprotease subunit TldE	Mcb, TldE, PmbA, protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD
GNTP-MONOMER	EG12563	P0AC94	fructuronate transporter	YjiB, GntP
G6600-MONOMER	G6600	P75987	anti-adaptor protein IraM	ElbA, YcgW, IraM, anti-adaptor protein IraM, inhibitor of &sigma;<sup>S</sup> proteolysis
G7082-MONOMER	G7082	P76362	CP4-44 prophage; RadC-like JAB domain-containing protein YeeS	YeeS
MONOMER0-4276	EG12006		Phosphorylated DNA-binding transcriptional dual regulator BtsR	YehT-P
PITA-MONOMER	EG12230	P0AFJ7	metal phosphate:H<sup>+</sup> symporter PitA	PitA, Pit
G7564-MONOMER	G7564	Q46856	NADPH-dependent aldehyde reductase YqhD	YqhD
EG11389-MONOMER	EG11389	P0ABY2	flagellar biosynthesis protein FliT	FliT
YJFF-MONOMER	EG12439	P37772	galactofuranose ABC transporter putative membrane subunit YjtF	
EG12030-MONOMER	EG12030	P33022	pyrimidine-specific ribonucleoside hydrolase RihB	YeiK, RihB, ribonucleoside hydrolase 2 (pyrimidine-specific)
FUCULOKIN-MONOMER	EG10350	P11553	L-fuculokinase	FucK
EG10698-MONOMER	EG10698	P21165	Xaa-Pro dipeptidase	PepQ
GLYCEROL-3-P-ACYLTRANSFER-MONOMER	EG10740	P0A7A7	glycerol-3-phosphate 1-<i>O</i>-acyltransferase	<i>sn</i>-glycerol-3-phosphate acyltransferase, GPAT, glycerolphosphate acyltransferase, glycerol-3-phosphate <i>O</i>-acyltransferase, PlsB
G6581-MONOMER	G6581	P75966	23S rRNA pseudouridine<sup>2457</sup> synthase	RluE, YmfC, ribosomal large subunit pseudouridine synthase E
G7055-MONOMER	G7055	P31658	protein/nucleic acid deglycase 1	YzzC, YedU, HchA, Hsp31, glyoxalase III, Maillard deglycase 1
EG11361-MONOMER	EG11361	P28249	putative assembly protein AsmA	YegA, AsmA
MONOMER0-4244	G6534	P0CF69	IS3 element protein InsE	InsE4
PHOSACETYLTRANS-MONOMER	EG20173	P0A9M8	phosphate acetyltransferase	Pta
G7539-MONOMER	G7539	Q46836	prepilin peptidase	YghH, PppA
YIEO-MONOMER	EG11732	P31474	putative transporter HsrA	YieO, HsrA, multidrug efflux pump HsrA
EG12004-MONOMER	EG12004	P33354	DUF1307 domain-containing lipoprotein YehR	YehR
FPPSYN-MONOMER	EG10508	P22939	geranyl diphosphate/farnesyl diphosphate synthase	IspA
EG10668-MONOMER	EG10668	P0AFH0	methylated-DNA&mdash;[protein]-cysteine <i>S</i>-methyltransferase	Ogt, O-6-alkylguanine-DNA/Cysteine-protein-methyltransferase, MTase II, O6AG ATase, O<sup>6</sup>-alkylguanine-DNA-alkyltransferase
GLUSYNSMALL-MONOMER	EG10404	P09832	glutamate synthase subunit GltD	OssB, PsiQ, AspB, GltD, glutamate synthase, small subunit
G6561-MONOMER	G6561	P0AF16	lipid II flippase MurJ	YceN, MviN, MurJ
G7026-MONOMER	G7026	P76296	protein YecT	YecT
EG11340-MONOMER	EG11340	P25741	lipopolysaccharide core heptose (I) kinase	WaaP, RfaP, L-<i>glycero</i>-D-<I>manno</I>-heptose (I) kinase
MONOMER0-4228	G0-10430	P0CF10	IS1 protein InsA	InsA4
PGLYCEROLTRANSII-MONOMER	EG12591		phosphoglycerol transferase II	YjjO, MdoB, OpgB
G7523-MONOMER	G7523	P46879	DUF2684 domain-containing protein YqgD	YqgD
YHHJ-MONOMER	EG11767	P0AGH1	ABC transporter family protein YhhJ	YhhJ
EG11977-MONOMER	EG11977	P33135	flagellar biosynthesis protein FliR	FlaP, FliR
GLTK-MONOMER	EG12662	P0AER5	glutamate/aspartate ABC transporter membrane subunit GltK	
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN	G359	P0ABX2	flagellar basal-body rod protein FlgC	FlaW, FlgC
EG10609-MONOMER	EG10609	P16926	cell shape determining protein MreC	MreC
G6536-MONOMER	G6536	P75910	uncharacterized protein YcdU	YcdU
EG11299-MONOMER	EG11299	P0A9J0	RNase G	AdhR, Rng, YhdF, CafA
MONOMER0-4142	EG11393		protein thiol:quinone oxidoreductase DsbB<sub>oxidized</sub>	RosB, IarB, DsbX, RoxB, YcgA, DsbB
PD04099	EG10491	P16528	DNA-binding transcriptional repressor IclR	IclR
G7498-MONOMER	G7498	Q46812	putative aminohydrolase SsnA	YgfL, SsnA
YFEP-MONOMER	G7254	P0A769	Mn<sup>2+</sup>/Fe<sup>2+</sup>: H<sup>+</sup> symporter MntH	MntA, MntH, YfeP
EG11949-MONOMER	EG11949	P32711	putative formate-dependent nitrite reductase complex subunit NrfF	YjcM, NrfF, activator of formate-dependent nitrite reductase complex
FDOH-MONOMER	EG11857	P0AAJ5	formate dehydrogenase O subunit &beta;	FdoH
EG10570-MONOMER	EG10570	P0AE18	methionine aminopeptidase	Map
BRNQ-MONOMER	EG12168	P0AD99	branched chain amino acid transporter BrnQ	HrbA, LIV-II, BrnQ, BrnQ branched chain amino acid LIVCS transporter
G6511-MONOMER	G6511	P0A978	cold shock protein CspG	CspG
EG11266-MONOMER	EG11266	P11290		YibD, WaaH
MONOMER0-2875	G0-10648	C1P603	uncharacterized protein YoaJ	YoaJ
G6991-MONOMER	G6991	P76256	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB subunit	TsaB, YeaZ, tRNA adenosine(37) threonylcarbamoyltransferase complex, dimerization subunit
PD01896	G6852	P50456	DNA-binding transcriptional repressor Mlc	Mlc, DgsA
G7480-MONOMER	G6213	P0CF53	IS2 element protein	InsD1
YDHC-MONOMER	EG12141	P37597	purine nucleoside transporter PunC	YdhC, YdhC MFS transporter, PunC
GDPMANMANHYDRO-MONOMER	EG11789	P32056	GDP-mannose mannosyl hydrolase	Gmm, NudD, YefC, WcaH
EG11924-MONOMER	EG11924	P32687	lipoprotein YjbF	YjbF
ERYTH4PDEHYDROG-MONOMER	EG10368	P0A9B6	D-erythrose-4-phosphate dehydrogenase	GapB, Gap2, Epd
EG10504-MONOMER	EG10504	P69222	translation initiation factor IF-1	InfA, IF1, protein chain initiation factor IF-1
B4141-MONOMER	G7833	P39277	L-methionine/branched chain amino acid exporter	YjeH
G6494-MONOMER	G6494	P75869	transcriptional coactivator for CRP	YccR, Sxy
EG11245-MONOMER	EG11245	P21437	fructose 1,6-bisphosphatase YggF	YggK, YggF
MONOMER0-2841	G6790	P76136	two-component system connector SafA	SafA, YneN
G6973-MONOMER	G6973	P64483	mischarged aminoacyl-tRNA deacylase	YeaK, ProXp-y, ProXp-ST1
G7456-MONOMER	G7456	Q46927	tRNA threonylcarbamoyladenosine dehydratase	TcdA, CsdL, YgdL, CSD sulfur transfer protein
PD00444	EG10353	P0ACK8	DNA-binding transcriptional activator FucR	FucR
YCJP-MONOMER	G6650	P77716	putative ABC transporter membrane subunit YcjP	YcjP
GALACTOACETYLTRAN-MONOMER	EG10524	P07464	galactoside <i>O</i>-acetyltransferase	LacA, thiogalactoside acetyltransferase
EG11905-MONOMER	EG11905	P32669	fructose-6-phosphate aldolase 2	YijG, FsaB, TalC, FSA 2
EG20249-MONOMER	EG20249	P39161	DNA-binding transcriptional repressor UxuR	UxuR
EG10462-MONOMER	EG10462	P23894	protease HtpX	HtpX, zinc dependent endoprotease
B1828-MONOMER	G7004	P76269	putative transporter YebQ	YebQ
G6474-MONOMER	G6474	P0AB06	peptidoglycan L,D-endopeptidase	YcbK, MepK
EG11214-MONOMER	EG11214	P18390	DUF2501 domain-containing protein YjjA	YjjA
MONOMER0-2818	G0-10589	A5A611	uncharacterized protein YmgI	YmgI
G6955-MONOMER	G6955	P76227	DUF1496 domain-containing protein YnjH	YnjH
G7435-MONOMER	G7435	Q46907	putative flavoprotein	YgcQ
PD00297	EG13161	P46068	DNA-binding transcriptional dual regulator DsdC	DsdC
YBDE-MONOMER	EG12367	P38054	copper/silver export system RND permease	YbdE
G7945-MONOMER	G7945	P39400	L-galactonate oxidoreductase	LgoD, YjjN
EG11882-MONOMER	EG11882	P32167	putative lipid-binding hydrolase YiiX	YiiX
EG12859-MONOMER	EG12859	P40120	glucans biosynthesis protein D	YzzZ, YdcG, MdoD, OpgD
EG10426-MONOMER	EG10426	P15038	DNA helicase IV	SrjB, HelD
B0770-MONOMER	G6400	P75763	putative tricarboxylate transporter	YbhI
G6452-MONOMER	G6452	P75820	<i>N</i>-acetylmuramoyl-L-alanine amidase D	YbjR, AmiD
EG11191-MONOMER	EG11191	P0C093	nucleoid occlusion factor SlmA	YicB, Ttk, SlmA
MONOMER0-2726	G0-10511	P0AFT8	putative metal-chelating domain-containing protein YeiW	YeiW
G6931-MONOMER	G6931	P76208	uncharacterized protein YniB	YniB
G7418-MONOMER	G7418	Q46889	putative 3-oxo-tetronate kinase YgbK	YgbK, DUF1537 domain-containing protein YgbK
PD00221	EG10843	P09377	DNA-binding transcriptional activator RhaS	RhaS
XYLF-MONOMER	EG20252	P37387	xylose ABC transporter periplasmic binding protein	XylT, XylF, XBP
G7925-MONOMER	G7925	P39377	isoaspartyl dipeptidase	YjiF, IadA
EG11853-MONOMER	EG11853	P0ADQ2	putative fatty acid biosynthesis enzyme FabY	FabY, YiiD, putative acetyltransferase YiiD
EG12710-MONOMER	EG12710	P46144	putative HD superfamily phosphohydrolase YedJ	YedJ
EG10346-MONOMER	EG10346	P10121	signal recognition particle receptor	FtsY, SRP receptor
ATPC-MONOMER	EG10100	P0A6E6	ATP synthase F<sub>1</sub> complex subunit &epsilon;	UncC, PapG, AtpC, ATP synthase F1 complex - epsilon subunit
G6435-MONOMER	G6435	P0AEI4	ribosomal protein S12 methylthiotransferase RimO	YliG, RimO
EG11167-MONOMER	EG11167	P0A8H3	divalent metal ion transporter ZupT	ZupT, YgiE
MONOMER0-2682	G0-10460	Q47377	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit	YfbW
G6911-MONOMER	G6911	P64476	uncharacterized protein YdiH	YdiH
G7396-MONOMER	G7396	P0AE42	Pmp3 family protein YqaE	YqaE
PABASYN-COMPI-MONOMER	EG10683	P05041	aminodeoxychorismate synthase subunit 1	ADC synthase, PabB, aminodeoxychorismate synthase component 1
URAA-MONOMER	EG12129	P0AGM7	uracil:H<sup>+</sup> symporter UraA	UraA, uracil NCS2 transporter
G7908-MONOMER	G7908	P19767	KpLE2 phage-like element; IS1 repressor protein InsA	InsA7
EG11832-MONOMER	EG11832	P32128	DUF945 domain-containing protein YihF	YihF, putative GTP-binding protein
EG12657-MONOMER	EG12657	P0ADU2	putative quinol monooxygenase YgiN	YgiN
EG10309-MONOMER	EG10309	P0ADH5	Type 1 fimbriae regulatory protein FimB	Pil, FimB, regulator for fimA
ASNSYNB-MONOMER	EG10092	P22106	asparagine synthetase B	AsnB
G6414-MONOMER	G6414	P75780	iron catecholate outer membrane transporter Fiu	Fiu, YbiL, TonB dependent iron catecholate transporter
EG11147-MONOMER	EG11147	P24178	putative reductase YffB	YffB
MONOMER0-2660	G0-10438	P0AAS9	PF04328 family protein YbdD	YbdD
G6890-MONOMER	G6890	P77258	<i>N</i>-ethylmaleimide reductase	YdhN, NemA, N-ethylmaleimide reductase, FMN-linked
G7368-MONOMER	G7368	P52132	CP4-57 prophage; DUF932 domain-containing protein YfjQ	YfjQ
O-SUCCINYLBENZOATE-COA-LIG-MONOMER	EG12437	P37353	<i>o</i>-succinylbenzoate&mdash;CoA ligase	MenE
UDPMANACATRANS-MONOMER	EG11458	P27836		Rff, RffM, WecG
G7877-MONOMER	G7877	P0AF93	enamine/imine deaminase, redox-regulated chaperone	RidA, YjgF
EG11807-MONOMER	EG11807	P33219	secreted protein YebF	YebF
EG12445-MONOMER	EG12445	P38101	cysteine/<i>O</i>-acetylserine exporter EamB	EamB, YfiK
EG10266-MONOMER	EG10266	P24180	multidrug efflux pump membrane fusion lipoprotein AcrE	EnvC, AcrE
AROG-MONOMER	EG10079	P0AB91	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive	AroG, 2-dehydro-3-deoxyphosphoheptonate aldolase
G6386-MONOMER	G6386	P75749	putative fimbrial chaperone YbgP	YbgP
EG11127-MONOMER	EG11127	P21361	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	YciG
MONOMER0-1843	EG11747		PanD &beta; cleavage product	PanD &beta;
G6871-MONOMER	G6871	P0A766	SoxR [2Fe-2S] reducing system protein RsxA	YdgL, RsxA
G7350-MONOMER	G7350	P76594	peptidyl-lysine <i>N</i>-acetyltransferase	PatZ, Pka, YfiQ
NUOA-MONOMER	EG12082	P0AFC3	NADH:quinone oxidoreductase subunit A	NuoA, NADH:ubiquinone oxidoreductase, membrane subunit A
TTDA-MONOMER	EG11168	P05847	L(+)-tartrate dehydratase subunit &alpha;	YgjA, TtdA
G7860-MONOMER	G7860	P39306	L-ribulose-5-phosphate 4-epimerase UlaF	YjfX, SgaE, UlaF
EG11782-MONOMER	EG11782	P0A832	SsrA-binding protein	SmqB, SmpB, small protein B
EG12406-MONOMER	EG12406	P0ACU0	DNA-binding transcriptional dual regulator CecR	CecR, YbiH
EG10229-MONOMER	EG10229	P15286	putative flagella assembly protein	Flk, Div
ARAH-MONOMER	EG10059	P0AE26	arabinose ABC transporter membrane subunit	AraH
G6358-MONOMER	G6358	P41409	pyrimidine-specific ribonucleoside hydrolase RihA	YbeK, RihA, ribonucleoside hydrolase 1 (pyrimidine-specific)
EG11108-MONOMER	EG11108	P24252	DUF1722 domain-containing protein YbgA	Tkp, YbgA
MONOMER0-154	G7300	P77858	hydrogenase 4 component C	HyfC
G6847-MONOMER	G6847	P0AAJ1	putative oxidoreductase YnfG	YnfG
G7325-MONOMER	G7325	P0A6B7	cysteine desulfurase IscS	NuvC, YzzO, YfhO, IscS
NIKB-MONOMER	EG12076	P33591	nickel ABC transporter membrane subunit NikB	NikB, HydC, HydD
TRE6PHYDRO-MONOMER	EG11402	P28904		TreE, OlgH, TreC
G7842-MONOMER	G7842	P0A784	oligoribonuclease	YjeR, Orn
EG11749-MONOMER	EG11749	P31666	putative polysaccharide deacetylase lipoprotein YadE	YadE
EG12384-MONOMER	EG12384	P37306	putative carbamate kinase	ArcC, YbcF
EG10157-MONOMER	EG10157	P63284	protein disaggregase ClpB	HtpM, ClpB, F84.1, F68.5, E89, chaperone protein ClpB
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	EG10392	P13033	anaerobic glycerol-3-phosphate dehydrogenase subunit B	GlpB
G6331-MONOMER	G6331	P77216	putative PAPS reductase/DUF3440 domain-containing protein YbdN	YbdN
EG11087-MONOMER	EG11087	P62395	SecA translation regulator	SrrA, SecM, YacA, secretion monitor
MONOMER0-1241	G0-9281		glutamate&mdash;pyruvate aminotransferase AlaB	AlaB
G6828-MONOMER	G6828	P76160	Qin prophage; protein YdfR	YdfR
G7298-MONOMER	G7298	P64429	uncharacterized protein YpfJ	YpfJ
NARI-MONOMER	EG10640	P11350	nitrate reductase A subunit &gamma;	ChlI, NarI
THREODEHYD-MONOMER	EG10993	P07913	threonine dehydrogenase	Tdh
G7816-MONOMER	G7816	P0AE85	periplasmic protein CpxP	CpxP, YiiO
EG11727-MONOMER	EG11727	P31469	PF03691 family colicin E2 tolerance protein CbrC	YieJ, CbrC
EG12356-MONOMER	EG12356	P38035	DNA-binding transcriptional activator RtcR	YhgB, RtcR
EG10113-MONOMER	EG10113	P0ABD3	bacterioferritin	Bfr, cytochrome b1
ALDDEHYDROGB-MONOMER	EG12292	P37685	aldehyde dehydrogenase B	YiaX, AldB
G6312-MONOMER	G6312	P77330	DLP12 prophage; prophage lipoprotein BorD	Iss, BorD, Bor, YbcU, VboR, lipoprotein <i>bor</i> homolog from lambdoid prophage DLP12
EG11061-MONOMER	EG11061	P0A698	UvrABC excision nuclease subunit A	Dar, DinE, UvrA, excision nuclease subunit A
MHPELY-MONOMER	G6205	P51020		MhpE
G6811-MONOMER	G6811	P76149	succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad	YneI, Sad
G7280-MONOMER	G7280	P76550	CPZ-55 prophage; uncharacterized protein YffS	YffS
NADPPHOSPHAT-MONOMER				
TDPFUCACTRANS-MONOMER	EG11455	P27832		Rff, YifH, RffC, WecD
G7756-MONOMER	G7756	P46852	quercetin 2,3-dioxygenase	YhhW, pirin-like protein
EG11697-MONOMER	EG11697	P31446	putative inner membrane protein YidI	YidI
EG12330-MONOMER	EG12330	P37025	RNA 2',3'-cyclic phosphodiesterase	ThpR, YadP, LigT
