#
#  ecocyc 27.1 Reactions link table generated on Mon Aug 21, 2023
#
RXN0-7074	
ARYLAMINE-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.5
PHOSMANMUT-RXN	EC-5.4.2.8
RXN-16687	
RXN-24038	EC-1.2.98
RXN0-7010	EC-1.8.5.7
PEPDEPHOS-RXN	EC-2.7.1.40
RXN-23941	
AMINOBUTDEHYDROG-RXN	EC-1.2.1.19
RXN0-6977	EC-3.4.13.18
ORNDECARBOX-RXN	EC-4.1.1.17
RXN-15607	EC-1.1.1
RXN-23916	
ALCOHOL-DEHYDROG-GENERIC-RXN	EC-1.1.1.1
RXN0-6733	EC-3.6.1.63
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
RXN-15210	
RXN-23897	
ADENPHOSPHOR-RXN	EC-2.4.2.1
RXN0-6564	EC-2.7.1
MMUM-RXN	EC-2.1.1.10
RXN-14968	
RXN-23715	
ACID-PHOSPHATASE-RXN	EC-3.1.3.2
RXN0-6515	EC-2.1.1.171
MANNONDEHYDRAT-RXN	EC-4.2.1.8
RXN-14806	
RXN-22734	
6PGLUCONOLACT-RXN	EC-3.1.1.31
RXN0-6418	
LTAA-RXN	EC-4.1.2.48	EC-4.1.2.49
RXN-14513	EC-3.1.3
RXN-22604	
4.2.1.99-RXN	EC-4.2.1.99
RXN0-5437	EC-2.1.1
KDOTRANS-RXN	EC-2.4.99.12
RXN-14473	EC-3.1.3.2
RXN-22317	
3.4.21.53-RXN	EC-3.4.21.53
RXN0-5383	EC-2.7.4.29
IGPSYN-RXN	EC-4.1.1.48
RXN-14283	EC-3.2.1.20
RXN-21538	
3.2.2.10-RXN	EC-3.2.2.10
RXN0-5234	EC-4.1.2
HEMEOSYN-RXN	EC-2.5.1.141
RXN-14143	EC-3.1.3.89
RXN-21250	
3.1.21.1-RXN	EC-3.1.21.1
RXN0-5208	EC-2.7.7
XYLONATE-DEHYDRATASE-RXN	EC-4.2.1.82
GST-RXN	EC-2.5.1.18
RXN-14026	EC-3.1.3.91	EC-3.1.3.5
RXN-20927	EC-2.7.7.7
2PGADEHYDRAT-RXN	EC-4.2.1.11
RXN0-5141	EC-1.1.1.91
URA-PHOSPH-RXN	EC-2.4.2.3	EC-2.4.2.2
GLYCPDIESTER-RXN	EC-3.1.4.46
RXN-13459	EC-5.3.2.6
RXN-20706	
2.5.1.19-RXN	EC-2.5.1.19
RXN0-5103	EC-3.4.21
TYROSINE-AMINOTRANSFERASE-RXN	EC-2.6.1.1	EC-2.6.1.57	EC-2.6.1.5	EC-2.6.1.27
GLUTRACE-RXN	EC-5.1.1.3
RXN-12754	
RXN-20429	EC-3.1.4
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
RXN0-4961	EC-3.1.11
GLUCONOKIN-RXN	EC-2.7.1.12
RXN-12480	EC-2.1.1.223
RXN-19922	EC-2.1.1
RXN0-4022	EC-1.7.1.13
THIOESTER-RXN	EC-3.1.2.20
GAPOXNPHOSPHN-RXN	EC-1.2.1.12
RXN-11867	EC-2.1.1.200
RXN-19573	EC-2.5.1.18
RXN0-3521	EC-2.4.2.53
SUCCSEMIALDDEHYDROG-RXN	EC-1.2.1.79
FPPSYN-RXN	EC-2.5.1.10
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
RXN-19249	EC-3.4.16.4
RXN0-302	EC-4.6.1.12
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
RXN-11593	EC-2.1.1.178
RXN-18710	
RXN0-2604	EC-3.6.1
RXN0-986	EC-1.14.11.33
DMK-RXN	EC-2.5.1.74
RXN-11326	EC-2.4.99.15
RXN-18032	
RXN0-1922	EC-3.2.2.28
RXN0-7431	EC-3.1.1
DIAMINOPIMEPIM-RXN	EC-5.1.1.7
RXN-10745-1	EC-1.6.3
RXN-17911	
RXN0-1241	EC-2.1.1.298
RXN0-7388	EC-5.6.2
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	EC-2.7.1.45
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
RXN-17788	EC-1.3.8.8
RXN-9377	
RXN0-7342	EC-2.3.1
D--TARTRATE-DEHYDRATASE-RXN	EC-4.2.1.81
QUINATE-5-DEHYDROGENASE-RXN	EC-1.1.1.282
RXN-17752	
RXN-8506	EC-1.5.1.37
RXN0-7253	EC-5.4.99
CHORPYRLY-RXN	EC-4.1.3.40
PSEUDOURIDINE-KINASE-RXN	EC-2.7.1.83
RXN-17493	EC-3.1.3.62
RXN-7632	EC-1.1.1.237
RXN0-7139	
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN	EC-3.6.1.29
PPGPPSYN-RXN	EC-3.1.7.2
POLYPHOSPHATE-KINASE-RXN	EC-2.7.4.1
RXN-16992	
RXN-3482	
RXN0-7066	
PHENYLSERINE-ALDOLASE-RXN	EC-4.1.2.26
RXN-16664	EC-3.4.17.13
RXN-23961	EC-3.1.1
RXN0-6999	EC-6.3.2
RXN0-5239	
PDXJ-RXN	EC-2.6.99.2
RXN0-295	
RXN-1623	EC-2.3.1.51
RXN0-269	
RXN-23935	
RXN0-921	
ALTRODEHYDRAT-RXN	EC-4.2.1.7
RXN0-7287	
RXN0-6974	EC-3.4.13.18
RXN0-6470	
OHBUTYRYL-COA-EPIM-RXN	EC-5.1.2.3
RXN0-5423	
RXN-15356	
RXN0-4741	
RXN-23910	
RXN0-291	
ALADEHYDCHLORO-RXN	EC-4.5.1.2
RXN0-1641	
RXN0-6727	EC-4.2.1.136
RXN0-7445	
NANE-RXN	EC-5.1.3.9
RXN0-7172	
RXN-15139	
RXN0-6466	
RXN-23894	
RXN0-5384	
ADENODEAMIN-RXN	EC-3.5.4.4
RXN0-4481	
RXN0-6556	EC-2.7.7
RXN0-287	
MHPCHYDROL-RXN	EC-3.7.1.14
R167-RXN	
RXN-14904	
RXN0-7408	
RXN-23340	EC-1.1.1.2
RXN0-7159	
ACETYLGLUTKIN-RXN	EC-2.7.2.8
RXN0-6362	
RXN0-6487	EC-1.1.1
RXN0-5358	
MALTODEXGLUCOSID-RXN	EC-3.2.1.20
RXN0-5345	
RXN-14712	EC-2.4.1.129
RXN0-4322	
RXN-22713	
RXN0-2841	
5.99.1.3-RXN	EC-5.6.2.2
R143-RXN	
RXN0-6368	
RXN0-7384	
LCARNCOALIG-RXN	EC-6.2.1.48
RXN0-7	
RXN-14510	EC-3.1.3
RXN0-5465	
RXN-22576	EC-3.4
RXN0-5307	
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	EC-1.1.1.61
RXN0-3021	
RXN0-5418	EC-2.3.1.193
RXN0-281	
KDGALDOL-RXN	EC-4.1.2.20
R138-RXN	
RXN-14408	
RXN0-7327	
RXN-22287	
RXN0-6707	
3.4.19.12-RXN	EC-3.4.19.12
RXN0-5459	
RXN0-5359	EC-2.7.7.65
RXN0-5250	
HYDGLUTSYN-RXN	EC-2.3.3.11
RXN0-296	
RXN-14278	EC-1.3.8.7
RXN0-2701	
RXN-21527	
R131-RXN	
3.2.1.17-RXN	EC-3.2.1.17
RXN0-7288	
RXN0-5227	EC-3.4.17.13
RXN0-6471	
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
RXN0-5450	
RXN-14136	EC-3.1.4.46
RXN0-5230	
RXN-21233	EC-1.14.11.54
RXN0-293	
3.1.13.1-RXN	EC-3.1.13.1
RXN0-261	
RXN0-5195	EC-3.4.11
RXN0-7446	
XANPRIBOSYLTRAN-RXN	EC-2.4.2.22
RXN0-7266	
GSAAMINOTRANS-RXN	EC-5.4.3.8
RXN0-6467	
RXN-14014	EC-1.17.1.8
RXN0-5389	
RXN-20916	EC-2.3.1.251
RXN0-4661	
2.7.8.25-RXN	EC-2.4.2.52
RXN0-288	
RXN0-5127	EC-2.4.1
R185-RXN	
UDPSUGARHYDRO-RXN	EC-3.6.1.45
RXN0-7412	
GLYCOLALDREDUCT-RXN	EC-1.1.1.77
RXN0-7163	
RXN-13248	EC-4.1.1
RXN0-6409	
RXN-20681	
RXN0-5372	
2.3.1.157-RXN	EC-2.3.1.157
RXN0-443	
RXN0-5074	EC-3.6.1.73
RXN0-285	
TRNA-S-TRANSFERASE-RXN	EC-2.8.1
R148-RXN	
GLUTCYSLIG-RXN	EC-6.3.2.2
RXN0-7393	
RXN-12618	EC-3.4.19.13
RXN0-7069	
RXN-20155	
RXN0-5487	
1PFRUCTPHOSN-RXN	EC-2.7.1.56
RXN0-5347	
RXN0-4621	EC-2.7.1.170
RXN0-5332	
GLUCARDEHYDRA-RXN	EC-4.2.1.40
RXN0-4101	
RXN-12444	EC-1.5.1.38
RXN0-283	
RXN-19919	
R139-RXN	
RXN0-3922	EC-1.2.1.99
RXN0-7350	
THI-P-SYN-RXN	EC-2.5.1.3
RXN0-6723	
GALACTURIDYLYLTRANS-RXN	EC-2.7.7.12
RXN0-5463	
RXN-11860	EC-2.1.1.207
RXN0-5251	
RXN-19475	
RXN0-298	
RXN0-3364	EC-3.4.23.51
RXN0-272	
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.24
R134-RXN	
FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17
RXN0-7314	
RXN-11791	EC-2.7.8.31
RXN0-6489	
RXN-19242	EC-4.1.99.3
RXN0-5454	
RXN0-299	EC-1.14.11.17
RXN0-5238	
SEDOBISALDOL-RXN	EC-4.1.2.13
RXN0-294	
DXPREDISOM-RXN	EC-1.1.1.267
RXN0-266	
RXN-11589	EC-2.1.1.186
RXN0-7447	
RXN-18707	
RXN0-7279	
RXN0-2441	EC-2.1.1.144
RXN0-6468	
RXN0-962	EC-2.7.1.218
RXN0-5392	
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12
RXN0-4721	
RXN-11174	EC-1.1.1.282
RXN0-290	
RXN-17961	EC-2.3.1.280
RXN-5077	
RXN0-1862	EC-2.1.2.13
RXN0-7413	
RXN0-7429	EC-3.1.1
RXN0-7171	
DIACYLGLYKIN-RXN	EC-2.7.1.107
RXN0-6465	
RXN-10040	EC-1.14.13.127
RXN0-5382	
RXN-17886	
RXN0-4462	
RXN0-1001	EC-3.1.3.8
RXN0-286	
RXN0-7383	
R166-RXN	
DEHYDDEOXGALACTKIN-RXN	EC-2.7.1.178	EC-2.7.1.58
RXN0-7394	
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
RXN0-7071	
RXN-17785	EC-4.2.1.17
RXN0-5501	
RXN-9310	EC-4.2.99.20
RXN0-5354	
RXN0-7319	EC-1.1.5.13
RXN0-5344	
CYTIDEAM2-RXN	EC-3.5.4.5
RXN0-4161	
PYRUVFORMLY-RXN	EC-2.3.1.54
RXN0-284	
RXN-17725	EC-3.1.3
R140-RXN	
RXN-8460	EC-1.13.11.29
RXN0-7382	
RXN0-7249	EC-3.1.3
RXN0-6949	
CHD-RXN	EC-1.1.99.1
RXN0-5464	
PRTRANS-RXN	EC-2.4.2.18
RXN0-5252	
RXN-17473	
RXN0-3001	
RXN-7605	EC-2.1.1
RXN0-278	
RXN0-7115	
R136-RXN	
BETA-GLUCURONID-RXN	EC-3.2.1.31
RXN0-7315	
ATPASE-RXN	EC-3.6.1.15
RXN0-6571	
PNP-RXN	EC-2.4.2.1
RXN0-5456	
RXN-16909	
RXN-2881	
RXN0-704	
PHENDEHYD-RXN	EC-1.2.1.39
RXN-16650	EC-2.4.1.129
RXN-23956	
RXN0-6988	EC-3.4.13.18
PANTETHEINE-KINASE-RXN	EC-2.7.1.34
RXN-16002	
RXN-23931	
ALPHA-AMYL-RXN	EC-3.2.1.1
RXN0-6952	EC-3.1.1.32
O-SUCCINYLBENZOATE-COA-SYN-RXN	EC-4.2.1.113
RXN-15345	
RXN-23907	
AICARTRANSFORM-RXN	EC-2.1.2.3
RXN0-6722	EC-1.6.5
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
RXN-15127	EC-3.5.99.10
RXN-23891	
ADCLY-RXN	EC-4.1.3.38
RXN0-6541	EC-2.7.1
METHYLMALONYL-COA-EPIM-RXN	EC-5.1.99.1
RXN-14850	
RXN-22914	
ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86
RXN0-6483	EC-3.1.13.5
MALSYN-RXN	EC-2.3.3.9
RXN-14569	EC-2.7.7.87
RXN-22697	
5.3.3.14-RXN	EC-5.3.3.14
RXN0-6274	EC-2.5.1.75
L-RHAMNONATE-DEHYDRATASE-RXN	EC-4.2.1.90
RXN-14503	
RXN-22510	EC-2.4.99.26
3.6.1.41-RXN	EC-3.6.1.41
RXN0-5410	EC-1.1.1
ISOCHORMAT-RXN	EC-3.3.2.1
RXN-14393	EC-1.1.1.35	EC-1.1.1.211
RXN-22216	EC-2.4.1
3.4.13.9-RXN	EC-3.4.13.9
RXN0-5304	EC-5.4.99.62
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
RXN-14261	EC-2.4.1.25
RXN-21524	
3.1.3.68-RXN	EC-3.1.3.68
RXN0-5224	EC-4.2.1.1
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
RXN-14116	EC-1.2.1.88
RXN-21092	EC-2.4.1.1
3.1.11.1-RXN	EC-3.1.11.1
RXN0-5189	EC-3.2.2.20
URUR-RXN	EC-3.5.3.26
GMP-SYN-NH3-RXN	
RXN-13859	EC-3.2.2.5
RXN-20913	EC-2.3.1.251
2.7.7.13-RXN	EC-2.7.7.13
RXN0-5124	EC-2.4.1
UDPMANNACADEHYDROG-RXN	EC-1.1.1.336
GLYCOGEN-BRANCH-RXN	EC-2.4.1.18
RXN-13142	EC-5.1.99.6
RXN-20678	EC-4.2.1.74
2.1.1.77-RXN	EC-2.1.1.77
RXN0-5062	EC-6.5.1
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9
RXN-12587	
RXN-20079	
1.5.1.20-RXN	EC-1.5.1.20
RXN0-4361	EC-3.1.3.82
THYMIDYLATESYN-RXN	EC-2.1.1.45
GLU6PDEHYDROG-RXN	EC-1.1.1.49
RXN-12195	EC-3.6.1.15
RXN-19777	EC-1.11.1
RXN0-385	EC-3.6.1.9	EC-3.6.1
TETHYDPICSUCC-RXN	EC-2.3.1.117
GALACTOKIN-RXN	EC-2.7.1.6
RXN-11842	EC-5.4.99.28
RXN-19362	EC-2.4.1
RXN0-3241	EC-3.4.19.5
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
FCLREDUCT-RXN	
RXN-11662	EC-1.1.1.35
RXN-19025	EC-4.1.99.3
RXN0-2942	EC-3.1.21
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	EC-3.1.2.12
DUDPKIN-RXN	EC-2.7.4.6
RXN-11578	EC-2.1.1.170
RXN-18586	
RXN0-2361	EC-6.3.2.45
RXN0-7443	
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-11115	
RXN-17955	EC-3.6.1.63
RXN0-1603	EC-3.6.1.66
RXN0-7423	
DHBDEHYD-RXN	EC-1.3.1.28
RXN-10016	
RXN-17798	EC-1.1.1.35
RXN-9951	
RXN0-7366	EC-3.2.2
DCDPKIN-RXN	EC-2.7.4.6
RHAMNULOKIN-RXN	EC-2.7.1.5
RXN-17782	EC-2.3.1.16
RXN-8992	EC-2.5.1.90
RXN0-7316	EC-1.14.11.64
CYSTEINE-AMINOTRANSFERASE-RXN	EC-2.6.1.3
PYROXALTRANSAM-RXN	EC-2.6.1.31
RXN-17700	EC-3.2.1.199
RXN-8342	EC-2.8.1.12
RXN0-7187	
CDPDIGLYSYN-RXN	EC-2.7.7.41
PROTOPORGENOXI-RXN	EC-1.3.3.4
RXN-17392	EC-4.2.2
RXN-6622	EC-3.4.13.18
RXN0-7103	EC-3.1.2
ASPCARBTRANS-RXN	EC-2.1.3.2
PHOSPHOGLYCERATE-PHOSPHATASE-RXN	EC-3.1.3.20
RXN-16788	EC-3.1.3.73
RXN-24049	
RXN0-7023	EC-3.1.13
PGLYCEROLTRANSI-RXN	EC-2.7.8.20
RXN-16456	
RXN-23952	EC-3.1.1
ARABISOM-RXN	EC-5.3.1.4
RXN0-6984	EC-3.4.13.18
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
RXN-15943	EC-2.3.1.245
RXN-23926	
ALLANTOATE-DEIMINASE-RXN	EC-3.5.3.9
NUCLEOTIDE-PYROPHOSPHATASE-RXN	EC-3.6.1.9
RXN-15299	EC-1.1.1.373
RXN-23904	
ADPSUGPPHOSPHAT-RXN	EC-3.6.1.21
RXN0-6710	EC-3.1.4.55
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
RXN-15123	EC-3.5.99.10
RXN-23888	
ACYLCOADEHYDROG-RXN	EC-1.3.8
RXN0-6527	EC-4.6.1.21
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EC-2.1.2.9
RXN-14813	
RXN-22790	
ACETOACETYL-COA-TRANSFER-RXN	EC-2.8.3.9
RXN0-6480	EC-3.1.26.5
LYXK-RXN	EC-2.7.1.53
RXN-14525	EC-3.1.3.34
RXN-22679	
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	EC-3.5.2.9
RXN0-5515	EC-2.7.7.41
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
RXN-14497	EC-1.8.4.4
RXN-22461	EC-2.7.1.235
3.4.24.70-RXN	EC-3.4.24.70
RXN0-5407	EC-3.4
INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2
RXN-14363	EC-2.7.8
RXN-22213	EC-2.4.99
3.4.13.18-RXN	EC-3.4.13.18
RXN0-5295	EC-3.2.1
HISTPRATPHYD-RXN	EC-3.6.1.31
RXN-14251	EC-3.1.2
RXN-21308	EC-3.1.21
RXN0-5220	
GUANPRIBOSYLTRAN-RXN	EC-2.4.2.8
RXN-14112	EC-3.1.4.16
RXN-21072	EC-3.1.1
3-NUCLEOTID-RXN	EC-3.1.3.6
RXN0-5185	EC-3.1.3
UROGENIIISYN-RXN	EC-4.2.1.75
GLYRIBONUCSYN-RXN	EC-6.3.4.13
RXN-1381	EC-2.3.1.15
RXN-20897	EC-4.1.99.3
2.7.13.2-RXN	EC-2.7.13.2
RXN0-5121	EC-2.7.1.235
UDPGLUCEPIM-RXN	EC-5.1.3.2
GLYCEROL-2-PHOSPHATASE-RXN	EC-3.1.3.19
RXN-12896	
RXN-20674	
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	EC-4.2.1.80
RXN0-5052	EC-3.4.11
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1
GLUCUROISOM-RXN	EC-5.3.1.12
RXN-12567	EC-4.2.1.74
RXN-20024	
1.1.1.274-RXN	EC-1.1.1.274
RXN0-4301	EC-5.3.1.28
THYKI-RXN	EC-2.7.1.145	EC-2.7.1.21
GDPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-12104	EC-1.17.99.6
RXN-19737	
RXN0-382	EC-2.7.1
TAGAKIN-RXN	EC-2.7.1.144
GABATRANSAM-RXN	EC-2.6.1.19
RXN-11839	EC-5.4.99.25
RXN-19338	
RXN0-3182	EC-3.4.21
SPONTPRO-RXN	
F16BDEPHOS-RXN	EC-3.1.3.11
RXN-11635	EC-2.1.1.174
RXN-19004	
RXN0-280	EC-1.14.14.5
RXNMETA-12671	EC-3.3.2.12
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
RXN-11573	EC-2.1.1.187
RXN-18388	EC-2.8.1.4
RXN0-2101	EC-1.97.1.9
RXN0-7438	
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1
RXN-10981	
RXN-17936	
RXN0-1461	EC-1.3.3.3
DGDPKIN-RXN	EC-2.7.4.6
RIBULPEPIM-RXN	EC-5.1.3.4
RXN-17795	EC-2.3.1.16
RXN-9644	EC-6.2.1.3
RXN0-7352	EC-3.2.2
DARABALDOL-RXN	EC-4.1.2.17
R621-RXN	EC-1.14.12.17
RXN-17779	EC-1.3.8.8
RXN-8899	
RXN0-7298	EC-2.7.1.32
CPM-KDOSYNTH-RXN	EC-2.7.7.38
PYRIMSYN1-RXN	EC-4.1.99.17
RXN-17634	EC-3.5.1.124
RXN-8182	EC-1.2.1.20
RXN0-7168	EC-2.1.1
CARNDETRU-RXN	EC-4.2.1.149
PROPIONYL-COA-CARBOXY-RXN	EC-6.4.1.3
RXN-17190	
RXN-6268	
RXN0-7092	EC-2.4.2
RXN-5921	EC-1.14.13.239
RXN0-7081	
ASPARTASE-RXN	EC-4.3.1.1
PHOSPHASERSYN-RXN	EC-2.7.8.8
RXN-16691	
RXN-24046	
RXN0-7020	EC-1.1.1.346
PGLUCISOM-RXN	EC-5.3.1.9
RXN-16420	EC-1.12.98
RXN-23948	EC-3.1.1
AMP-NUCLEOSID-RXN	EC-3.2.2.4
RXN0-6981	EC-3.4.13.18
OXALODECARB-RXN	EC-4.1.1.112
RXN-15878	EC-1.17.7.3
RXN-23922	
ALDOSE-1-EPIMERASE-RXN	EC-5.1.3.3
RXN0-6944	
NMNNUCLEOSID-RXN	EC-3.2.2.14	EC-3.2.2.6
RXN-15296	EC-5.3.1.31
RXN-23901	
ADENYLOSUCCINATE-SYNTHASE-RXN	EC-6.3.4.4
RXN0-6676	
NACGLCTRANS-RXN	EC-2.4.1.227
RXN-15119	EC-1.97.1
RXN-23882	
ACONITATEHYDR-RXN	
RXN0-6524	EC-3.1.13.1
MANNPISOM-RXN	EC-5.3.1.8
RXN-14810	
RXN-22776	
ACETALD-DEHYDROG-RXN	EC-1.2.1.10
RXN0-6460	
LYSDECARBOX-RXN	EC-4.1.1.18
RXN-14522	EC-3.1.3.34
RXN-22618	
5-FORMYL-THF-CYCLO-LIGASE-RXN	EC-6.3.3.2
RXN0-5507	EC-4.1.2.50
KETOACYLCOATHIOL-RXN	EC-2.3.1.16
RXN-14480	
RXN-22388	
3.4.21.92-RXN	EC-3.4.21.92
RXN0-5393	EC-4.2.1.17
INOPHOSPHOR-RXN	EC-2.4.2.1
RXN-14290	
RXN-21728	EC-3.2.2
3.4.11.2-RXN	EC-3.4.11.14	EC-3.4.11.2
RXN0-5291	EC-2.7.7
HISTCYCLOHYD-RXN	EC-3.5.4.19
RXN-14188	EC-3.6.1
RXN-21299	EC-3.4.24
3.1.26.11-RXN	EC-3.1.26.11
RXN0-5214	EC-3.1.1
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
RXN-14074	EC-2.7.4.4
RXN-21025	
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	EC-4.2.1.55
RXN0-5182	EC-2.4.1.1
URIDINEKIN-RXN	EC-2.7.1.48
GLYOXII-RXN	EC-3.1.2.6
RXN-13616	EC-4.2.1.74
RXN-20756	
2.6.1.7-RXN	
RXN0-5116	EC-2.7.1.16
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
RXN-12864	
RXN-20459	
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	EC-2.1.1.222
RXN0-5039	EC-3.1.11
TREHALA-RXN	EC-3.2.1.28
GLUCOSE-1-PHOSPHAT-RXN	EC-3.1.3.10
RXN-12540	
RXN-19960	EC-6.2.1.3
1.1.1.215-RXN	EC-1.1.1.215
RXN0-4223	EC-3.1.13
THREOSPON-RXN	
GDPKIN-RXN	EC-2.7.4.6
RXN-12072	EC-1.14.12.19
RXN-19727	EC-3.1.1.96
RXN0-361	EC-3.2.2.3
SULFOCYS-RXN	EC-2.5.1.144
FUCPALDOL-RXN	EC-4.1.2.17
RXN-11836	EC-5.4.99.22
RXN-19312	EC-3.1.1.5
RXN0-308	
SORBITOL-6-PHOSPHATASE-RXN	EC-3.1.3.50
ETHAMLY-RXN	EC-4.3.1.7
RXN-11601	EC-2.1.1.190
RXN-18804	
RXN0-2661	EC-3.2.2.31
RXN1ZN3-9	
DTDPDEHYDRHAMEPIM-RXN	EC-5.1.3.13
RXN-11410	
RXN-18241	
RXN0-2042	EC-1.14.13.149
RXN0-7435	EC-3.1.1
DIHYDRODIPICSYN-RXN	EC-4.3.3.7
RXN-10851	
RXN-17930	
RXN0-1382	EC-2.8.3.16
RXN0-7392	
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	EC-4.1.99.3
RIBOSYLNICOTINAMIDE-KINASE-RXN	EC-2.7.1.22
RXN-17792	EC-1.3.8.8
RXN-9562	
RXN0-7346	
DALADALALIG-RXN	EC-6.3.2.4
R165-RXN	EC-1.1.1.154
RXN-17776	EC-4.2.1.17
RXN-8667	EC-1.11.1.21
RXN0-7283	EC-3.6.1
COBALAMIN5PSYN-RXN	EC-2.7.8.26
PYRAZIN-RXN	EC-3.5.1.4
RXN-17631	
RXN-7931	EC-5.3.3.8
RXN0-7160	EC-2.3.1
CARBOXYLATE-REDUCTASE-RXN	EC-1.2.99.6
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
RXN-17010	EC-2.3.1.51
RXN-4821	EC-3.5.99
RXN0-7075	EC-2.8.3.19
ASNSYNA-RXN	EC-6.3.1.1
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
RXN-16688	
RXN-24042	EC-1.2.98
RXN0-7012	EC-2.7.8.41
PEPSYNTH-RXN	EC-2.7.9.2
RXN-23943	
AMINOCYL-TRNA-HYDROLASE-RXN	EC-3.1.1.29
RXN0-6978	EC-3.4.13.18
OROPRIBTRANS-RXN	EC-2.4.2.10
RXN-15743	EC-1.1.1
RXN-23917	
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
RXN0-6734	EC-4.7.1.1
NICOTINAMID-RXN	EC-3.5.1.19
RXN-15216	EC-5.3.1.32
RXN-23898	
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
RXN0-6565	EC-1.3.1.1
N-ACETYLGLUCOSAMINE-KINASE-RXN	EC-2.7.1.59
RXN-14992	EC-2.1.1.297
RXN-23862	EC-3.1.13
ACNEULY-RXN	EC-4.1.3.3
RXN0-6521	EC-3.1.26.12
TRANS-RXN0-629	
MANNONOXIDOREDUCT-RXN	EC-1.1.1.57
RXN0-1701	
RXN-14807	
RXN0-1565	
RXN-22736	
RXN0-1702	
7-ALPHA-HYDROXYSTEROID-DEH-RXN	EC-1.1.1.159
RXN0-1682	
RXN0-6427	EC-3.1.7.2
TRANS-RXN0-283	
LTARTDEHYDRA-RXN	EC-4.2.1.32
RXN0-1684	
RXN-14514	EC-3.1.3
TRANS-RXN0-616	
RXN-22605	
TRANS-RXN0-519	
4.2.99.18-RXN	EC-4.2.99.18
TRANS-RXN0-267	
RXN0-5455	EC-1.2.1.99
TRANS-RXN0-204	
KDOTRANS2-RXN	EC-2.4.99.13
TRANS-RXN-76	
RXN-14477	EC-3.1.1.107
TRANS-RXN-42	
RXN-22319	
TRANS-RXN-356	
3.4.21.83-RXN	EC-3.4.21.83
TRANS-RXN-339	
RXN0-5387	EC-1.6.5
TRANS-RXN-286	
IMIDPHOSDEHYD-RXN	EC-4.2.1.19
TRANS-RXN-23	
RXN-14284	EC-2.4.1.1
TRANS-RXN-127	
RXN-21539	
TRANS-RXN-108I	
3.2.2.21-RXN	EC-3.2.2.21
RXN0-5130	
RXN0-5240	
RXN-22385	
HEMN-RXN	EC-1.3.98.3
TRANS-RXN0-588	
RXN-14160	EC-3.1.4.46	EC-3.1.4.2
TRANS-RXN0-502	
RXN-21261	EC-4.2.99.18
TRANS-RXN0-264	
3.1.21.3-RXN	EC-3.1.21.3
TRANS-RXN0-200	
RXN0-5209	EC-2.7.7
TRANS-RXN-69	
XYLULOKIN-RXN	EC-2.7.1.17
TRANS-RXN-40	
